symbol,name,currency,exchange,country,type
GMDMF,Gem Diamonds Limited,USD,OTC,United States of America,EQUITY
GMDP,Global Medical Products Holdings,,,,
GME,GameStop Corp,USD,NYSE,United States,Common Stock
GMED,Globus Medical Inc,USD,NYSE,United States,Common Stock
GMEI,Gambit Energy,,,,
GMER,Good Gaming,,,,
GMEV,GME Innotainment,,,,
GMGI,Golden Matrix Group,,,,
GMHI,Gores Metropoulos Inc,USD,NASDAQ,United States,Common Stock
GMII,Gores Metropoulos II,,,,
GMLP,Golar LNG Partners LP,USD,NASDAQ,United States,Limited Partnership
GMLPP,Golar LNG Partners LP,USD,NASDAQ,United States,Preferred Stock
GMMVF,G Medical Innovations Holdings Ltd,USD,OTC,United States,Common Stock
GMMVF,G Medical Innovations Holdings Ltd,USD,OTC,United States of America,EQUITY
GMND,Green Mountain Development Corp.,USD,OTC,United States,Common Stock
GMNI,Gemini Group Global Corp.,USD,OTC,United States,Common Stock
GMO,General Moly Inc,USD,NYSE,United States,Common Stock
GMOYF,GMO Internet,,,,
GMRE,Global Medical REIT Inc,USD,NYSE,United States,Real Estate Investment Trust (REIT)
GMRE-A,Global Medical REIT Inc,USD,NYSE,United States,Preferred Stock
GMRE.PR.A,Global Medical REIT Inc.,USD,NYSE,United States of America,EQUITY
GMS,GMS Inc,USD,NYSE,United States,Common Stock
GMTA,GATX Corp,USD,NYSE,United States,Exchange-traded Note
GMTU,Green Mountain Merger,,,,
GMTX,Gemini Therapeutics,,,,
GMVP,Gridiron BioNutrients,,,,
GMWKF,Games Workshop Group PLC,USD,OTC,United States of America,EQUITY
GMXTF,GMéxico Transportes,,,,
GMZ,Goldman Sachs MLP Income Opportunities Fund,USD,NYSE,United States,Closed-end Fund
GMZP,GEMZ Corp.,USD,OTC,United States,Common Stock
GNAC,Group Nine Acquisition Corp.,USD,NASDAQ,United States of America,EQUITY
GNAL,Generation Alpha,,,,
GNBT,Generex Biotechnology Corp.,USD,OTC,United States,Common Stock
GNBT,Generex Biotechnology Corporation,USD,OTC,United States of America,EQUITY
GNC,GNC Holdings Inc,USD,NYSE,United States,Common Stock
GNCA,Genocea Biosciences Inc,USD,NASDAQ,United States,Common Stock
GNCP,GNCC Capital,,,,
GNE,Genie Energy Ltd,USD,NYSE,United States,Common Stock
GNE-A,Genie Energy Ltd,USD,NYSE,United States,Preferred Stock
GNE.PR.A,Genie Energy Ltd.,USD,NYSE,United States of America,EQUITY
GNFT,Genfit,USD,NASDAQ,United States,Depositary Receipt
GNGR,Gunther Grant,,,,
GNGT,Golden Gate Partners,,,,
GNHAF,Vifor Pharma AG,USD,OTC,United States of America,EQUITY
GNHAY,Vifor Pharma AG,USD,OTC,United States of America,EQUITY
GNK,Genco Shipping & Trading Ltd,USD,NYSE,United States,Common Stock
GNKWF,Genco Shipping & Trading Ltd.,USD,OTC,United States,Warrant
GNL,Global Net Lease Inc,USD,NYSE,United States,Real Estate Investment Trust (REIT)
GNL-A,Global Net Lease Inc,USD,NYSE,United States,Preferred Stock
GNL-B,Global Net Lease Inc,USD,NYSE,United States,Preferred Stock
GNLKQ,GeneLink,,,,
GNLN,Greenlane Holdings Inc,USD,NASDAQ,United States,Common Stock
GNL.PR.A,Global Net Lease,,,,
GNMK,GenMark Diagnostics Inc,USD,NASDAQ,United States,Common Stock
GNMP,General Chemical Group Inc. (The),USD,OTC,United States,Common Stock
GNMSF,Genmab A/S,USD,OTC,United States,Common Stock
GNNSF,Genscript Biotech Corporation,USD,OTC,United States of America,EQUITY
GNOG,Golden Nugget Online Gaming,,,,
GNOLF,Genoil Inc.,USD,OTC,United States,Common Stock
GNOW,American CareSource Holdings,,,,
GNPG,Green Planet Group,,,,
GNPR,Genius Products,,,,
GNPT,Green Parts International,,,,
GNPX,Genprex Inc,USD,NASDAQ,United States,Common Stock
GNRC,Generac Holdings Inc,USD,NYSE,United States,Common Stock
GNRD,General DataComm Industries,,,,
GNRRF,GeNeuro SA,USD,OTC,United States of America,EQUITY
GNRS,Greenrose Acquisition Corp.,USD,NASDAQ,United States of America,EQUITY
GNRSU,Greenrose Acquisition Corp,USD,NASDAQ,United States,Unit
GNRV,Grand River Commerce Inc.,USD,OTC,United States,Common Stock
GNRV,Grand River Commerce,,,,
GNSG,GNS Group,,,,
GNSS,Genasys Inc,USD,NASDAQ,United States,Common Stock
GNT,GAMCO Natural Resources Gold & Income Trust,USD,NYSE,United States,Closed-end Fund
GNT-A,GAMCO Natural Resources Gold & Income Trust,USD,NYSE,United States,Preferred Stock
GNTX,Gentex Corp,USD,NASDAQ,United States,Common Stock
GNTY,Guaranty Bancshares Inc-TX,USD,NASDAQ,United States,Common Stock
GNUS,Genius Brands International Inc,USD,NASDAQ,United States,Common Stock
GNW,Genworth Financial Inc,USD,NYSE,United States,Common Stock
GNZR,Generation Zero Group,,,,
GO,Grocery Outlet Holding Corp,USD,NASDAQ,United States,Common Stock
GOAC,GO Acquisition Corp,USD,NYSE,United States of America,Common Stock
GOCH,Geeks On Call Holdings,,,,
GOCO,GoHealth Inc,USD,NASDAQ,United States of America,Common Stock
GOED,1847 Goedeker Inc.,USD,NYSE,United States of America,EQUITY
GOEV,Canoo Holdings Ltd.,USD,NASDAQ,United States of America,EQUITY
GOF,Guggenheim Strategic Opportunities Fund,USD,NYSE,United States,Closed-end Fund
GOFF,Goff Corp,USD,OTC,United States,Common Stock
GOGL,Golden Ocean Group Ltd,USD,NASDAQ,United States,Common Stock
GOGO,Gogo Inc,USD,NASDAQ,United States,Common Stock
GOGY,Golden Grail Technology Corp,USD,OTC,United States,Common Stock
GOIG,GoIP Global,,,,
GOL,Gol Linhas Aereas Inteligentes SA,USD,NYSE,United States,Depositary Receipt
GOLD,Barrick Gold Corp,USD,NYSE,United States,Common Stock
GOLF,Acushnet Holdings Corp,USD,NYSE,United States,Common Stock
GOOD,Gladstone Commercial Corp,USD,NASDAQ,United States,Real Estate Investment Trust (REIT)
GOODM,Gladstone Commercial Corp,USD,NASDAQ,United States,Preferred Stock
GOODN,Gladstone Commercial Corp,USD,NASDAQ,United States,Preferred Stock
GOOG,Alphabet Inc,USD,NASDAQ,United States,Common Stock
GOOGL,Alphabet Inc,USD,NASDAQ,United States,Common Stock
GOOI,Gooi Global,,,,
GOOS,Canada Goose Holdings Inc,USD,NYSE,United States,Common Stock
GOPG,Go-Page Corporation,USD,OTC,United States,Common Stock
GORL,Gordon (I.) Corp.,USD,OTC,United States,Common Stock
GORO,Gold Resource Corp,USD,NYSE,United States,Common Stock
GOSS,Gossamer Bio Inc,USD,NASDAQ,United States,Common Stock
GOSY,GeckoSystems Intl. Corp.,USD,OTC,United States,Common Stock
GOTU,GSX Techedu Inc.,USD,NYSE,United States of America,EQUITY
GOVB,Gouverneur Bancorp,,,,
GOVX,GeoVax Labs,,,,
GOVX,GeoVax Labs,,,,
GP,GreenPower Motor Company Inc.,USD,NASDAQ,United States of America,EQUITY
GPAC,Global Partner Acquisition Corp II,USD,NASDAQ,United States of America,EQUITY
GPAEF,Grupo Aeroportuario del Pacífico,,,,
GPAGF,Gruma,,,,
GPC,Genuine Parts Co,USD,NYSE,United States,Common Stock
GPDB,Green PolkaDot Box Inc.,USD,OTC,United States,Common Stock
GPDNF,Danone S.A.,USD,OTC,United States of America,EQUITY
GPFT,GRAPEFRUIT USA INC.,USD,OTC,United States,Common Stock
GPGC,Global Pole Trusion Group Corp.,USD,OTC,United States,Common Stock
GPHBF,G6 Materials Corp.,USD,OTC,United States,Common Stock
GPI,Group 1 Automotive Inc,USD,NYSE,United States,Common Stock
GPIW,Grand Perfecta,,,,
GPJA,Georgia Power Co,USD,NYSE,United States,Exchange-traded Note
GPK,Graphic Packaging Holding Co,USD,NYSE,United States,Common Stock
GPKE,Graystone Park Enterprises,,,,
GPL,Great Panther Mining Ltd,USD,NYSE,United States,Common Stock
GPLA,GamePlan,,,,
GPLS,Geopulse Exploration,,,,
GPM,Guggenheim Enhanced Equity Income Fund,USD,NYSE,United States,Closed-end Fund
GPMT,Granite Point Mortgage Trust Inc,USD,NYSE,United States,Real Estate Investment Trust (REIT)
GPMTF,GPM Metals Inc.,USD,OTC,United States,Common Stock
GPN,Global Payments Inc,USD,NYSE,United States,Common Stock
GPOR,Gulfport Energy Corp,USD,NASDAQ,United States,Common Stock
GPP,Green Plains Partners LP,USD,NASDAQ,United States,Limited Partnership
GPPRF,Cerro de Pasco Resources Inc.,USD,OTC,United States of America,EQUITY
GPRC,Guanwei Recycling Corp.,USD,OTC,United States,Common Stock
GPRE,Green Plains Inc,USD,NASDAQ,United States,Common Stock
GPRK,Geopark Ltd,USD,NYSE,United States,Common Stock
GPRO,GoPro Inc,USD,NASDAQ,United States,Common Stock
GPS,Gap Inc-The,USD,NYSE,United States,Common Stock
GPSI,General Payment Systems Inc.,USD,OTC,United States,Common Stock
GPTC,Golden Patriot Corp.,USD,OTC,United States,Common Stock
GPTX,Global Payment Technologies,,,,
GPX,GP Strategies Corp,USD,NYSE,United States,Common Stock
GPXM,Golden Phoenix Minerals,,,,
GRA,WR Grace & Co,USD,NYSE,United States,Common Stock
GRAF.UN,Graf Industrial Corp,USD,NYSE,United States,Unit
GRAM,Grana y Montero SAA,USD,NYSE,United States,Depositary Receipt
GRAY,Graybug Vision,,,,
GRBK,Green Brick Partners Inc,USD,NASDAQ,United States,Common Stock
GRBX,GreenBox POS,USD,OTC,United States,Common Stock
GRC,Gorman-Rupp Co-The,USD,NYSE,United States,Common Stock
GRCK,GREY CLOAK TECH INC,USD,OTC,United States,Common Stock
GRCL,Gracell Biotechnologies Inc.,USD,NASDAQ,United States of America,EQUITY
GRCO,Greenbelt Resources Corp.,USD,OTC,United States,Common Stock
GRCU,Green Cures & Botanical Distribution Inc.,USD,OTC,United States,Common Stock
GRCV,Grand Capital Ventures,,,,
GRCY,Greencity Acquisition Corporation,USD,NASDAQ,United States of America,EQUITY
GRDDY,Grand City Properties S.A.,USD,OTC,United States of America,EQUITY
GRF,Eagle Capital Growth Fund Inc,USD,NYSE,United States,Closed-end Fund
GRFS,Grifols SA,USD,NASDAQ,United States,Depositary Receipt
GRGG,Green For Energy,,,,
GRGR,Green Energy Resources,,,,
GRHI,Gold Rock Holdings,,,,
GRHY,Green Hygienics,,,,
GRIF,Griffin Industrial Realty Inc,USD,NASDAQ,United States,Common Stock
GRIL,Muscle Maker Inc,USD,NASDAQ,United States,Common Stock
GRIN,Grindrod Shipping Holdings Ltd,USD,NASDAQ,United States,Common Stock
GRLB,GL Brands Inc. ,USD,OTC,United States,Common Stock
GRLF,Green Leaf Innovations,,,,
GRLT,Grillit,,,,
GRMC,Goldrich Mining Company,USD,OTC,United States,Common Stock
GRMM,Grom Social Enterprises,,,,
GRMN,Garmin Ltd,USD,NASDAQ,United States,Common Stock
GRNF,GRN Holding Corporation,USD,OTC,United States,Common Stock
GRNH,GreenGro Technologies,,,,
GRNL,Greenlite Ventures,,,,
GRNNF,Grand City Properties S.A.,USD,OTC,United States of America,EQUITY
GRNQ,Greenpro Capital Corp,USD,NASDAQ,United States,Common Stock
GRNWF,Greenlane Renewables Inc.,USD,OTC,United States of America,EQUITY
GROG,GroGenesis,,,,
GROLF,Petrotarg AB,USD,OTC,United States,Common Stock
GROW,US Global Investors Inc,USD,NASDAQ,United States,Common Stock
GRPAQ,Grupo Aeroméxico,,,,
GRPFF,Grupo Televisa,,,,
GRPN,Groupon Inc,USD,NASDAQ,United States,Common Stock
GRPS,Gold River Productions,,,,
GRP.UN,Granite Real Estate Investment Trust,USD,NYSE,United States,Unit
GRPX,Greenplex Services,,,,
GRRB,GrandSouth Bancorporation,USD,OTC,United States of America,EQUITY
GRRB,GrandSouth Bancorporation,USD,OTC,United States,Common Stock
GRRLF,Grange Resources Ltd.,USD,OTC,United States of America,EQUITY
GRSLF,GR Silver Mining Ltd.,USD,OTC,United States of America,EQUITY
GRST,Ethema Health Corporation,USD,OTC,United States,Common Stock
GRSU,Greenhouse Solutions,,,,
GRSV,Gores Holdings V,,,,
GRTD,Gratitude Health,,,,
GRTS,Gritstone Oncology Inc,USD,NASDAQ,United States,Common Stock
GRTX,Galera Therapeutics Inc,USD,NASDAQ,United States,Common Stock
GRTYA,Guaranty Corp.,USD,OTC,United States,Common Stock
GRU,ELEMENTS Linked to the MLCX Grains Index Total Return,USD,NYSE,United States,Exchange-traded Note
GRUB,GrubHub Inc,USD,NYSE,United States,Common Stock
GRUI,Grupo Resilient International Inc.,USD,OTC,United States,Common Stock
GRUPF,Fnac Darty SA,USD,OTC,United States of America,EQUITY
GRVE,Groove Botanicals,,,,
GRVI,Grove,,,,
GRVY,Gravity Co Ltd,USD,NASDAQ,United States,Depositary Receipt
GRWC,Grow Capital,,,,
GRWC,Grow Capital,,,,
GRWG,GrowGeneration Corp,USD,NASDAQ,United States,Common Stock
GRWWF,Great Wall Pan Asia Holdings Limited,USD,OTC,United States of America,EQUITY
GRX,Gabelli Healthcare & WellnessRx Trust-The,USD,NYSE,United States,Closed-end Fund
GRX-B,Gabelli Healthcare & WellnessRx Trust-The,USD,NYSE,United States,Preferred Stock
GRYEF,AU MIN AFRICA PTY,,,,
GRYN,Green Hygienics Holdings Inc.,USD,OTC,United States of America,EQUITY
GRYN,Green Hygienics Holdings Inc.,USD,OTC,United States,Common Stock
GRYO,Gryphon Resources,,,,
GS,Goldman Sachs Group Inc-The,USD,NYSE,United States,Common Stock
GS-A,Goldman Sachs Group Inc-The,USD,NYSE,United States,Preferred Stock
GSAC,GelStat Corp.,USD,OTC,United States,Common Stock
GSAH,GS Acquisition Holdings Corp,USD,NYSE,United States,Common Stock
GSAQ,Global Synergy Acquisition Corp.,USD,NASDAQ,United States of America,EQUITY
GSAT,Globalstar Inc,USD,NYSE,United States,Common Stock
GSB,GlobalSCAPE Inc,USD,NYSE,United States,Common Stock
GSBC,Great Southern Bancorp Inc,USD,NASDAQ,United States,Common Stock
GSBD,Goldman Sachs BDC Inc,USD,NYSE,United States,Common Stock
GS-C,Goldman Sachs Group Inc-The,USD,NYSE,United States,Preferred Stock
GS-D,Goldman Sachs Group Inc-The,USD,NYSE,United States,Preferred Stock
GSEFF,Covivio,USD,OTC,United States of America,EQUITY
GSEV,Gores Holdings VII,,,,
GSFD,Global Seafood Technologies,,,,
GSFI,Green Stream Holdings Inc.,USD,OTC,United States,Common Stock
GSGTF,GenSight Biologics S.A.,USD,OTC,United States of America,EQUITY
GSH,Guangshen Railway Co Ltd,USD,NYSE,United States,Depositary Receipt
GSHD,Goosehead Insurance Inc,USD,NASDAQ,United States,Common Stock
GSHHY,Guangshen Railway Company Limited,USD,OTC,United States of America,EQUITY
GSIT,GSI Technology Inc,USD,NASDAQ,United States,Common Stock
GS-J,Goldman Sachs Group Inc-The,USD,NYSE,United States,Preferred Stock
GS-K,Goldman Sachs Group Inc-The,USD,NYSE,United States,Preferred Stock
GSK,GlaxoSmithKline PLC,USD,NYSE,United States,Depositary Receipt
GSKY,GreenSky Inc,USD,NASDAQ,United States,Common Stock
GSL,Global Ship Lease Inc,USD,NYSE,United States,Common Stock
GSL-B,Global Ship Lease Inc,USD,NYSE,United States,Preferred Stock
GSLD,Global Ship Lease Inc,USD,NYSE,United States,Preferred Stock
GSLO,Go Solar USA,,,,
GSL.PR.B,Global Ship Lease,,,,
GSM,Ferroglobe PLC,USD,NASDAQ,United States,Common Stock
GSM,Ferroglobe PLC,USD,NASDAQ,United States of America,EQUITY
GSMG,Glory Star New Media Group Holdings Ltd,USD,NASDAQ,United States,Common Stock
GSML,G&S Minerals,,,,
GS-N,Goldman Sachs Group Inc-The,USD,NYSE,United States,Preferred Stock
GSNC,Global eScience Corp.,USD,OTC,United States,Common Stock
GSPE,Gulfslope Energy,,,,
GSPH,Geospatial Corporation,USD,OTC,United States,Common Stock
GSPI,Green Star Products,,,,
GS.PR.A,The Goldman Sachs Group,,,,
GS.PR.D,The Goldman Sachs Group,,,,
GS.PR.J,The Goldman Sachs Group,,,,
GS.PR.K,The Goldman Sachs Group,,,,
GS.PR.N,The Goldman Sachs Group,,,,
GSRX,GSRX Industries Inc.,USD,OTC,United States,Common Stock
GSS,Golden Star Resources Ltd,USD,NYSE,United States,Common Stock
GSTX,Graphene & Solar Technologies Ltd.,USD,OTC,United States,Common Stock
GSTX,Graphene & Solar Technologies Limited,USD,OTC,United States of America,EQUITY
GSUM,Gridsum Holding Inc,USD,NASDAQ,United States,Depositary Receipt
GSV,Gold Standard Ventures Corp,USD,NYSE,United States,Common Stock
GSVI,GSV,,,,
GSX,GSX Techedu Inc,USD,NYSE,United States,Depositary Receipt
GT,Goodyear Tire & Rubber Co-The,USD,NASDAQ,United States,Common Stock
GTAGF,Golden Tag Resources Ltd.,USD,OTC,United States of America,EQUITY
GTAT,GT Advanced Technologies,,,,
GTBIF,Green Thumb Industries Inc.,USD,OTC,United States,Common Stock
GTBIF,Green Thumb Industries Inc.,USD,OTC,United States of America,EQUITY
GTBP,GT Biopharma Inc.,USD,OTC,United States,Common Stock
GTBP,GT Biopharma,,,,
GTCH,GBT Technologies Inc.,USD,OTC,United States,Common Stock
GTCP,Georgetown Corp,USD,OTC,United States,Common Stock
GTE,Gran Tierra Energy Inc,USD,NYSE,United States,Common Stock
GTEC,Greenland Technologies Holding,USD,NASDAQ,United States,Common Stock
GTEH,GenTech Holdings Inc.,USD,OTC,United States,Common Stock
GTES,Gates Industrial Corp PLC,USD,NYSE,United States,Common Stock
GTGDF,GT Gold Corp.,USD,OTC,United States of America,EQUITY
GTGP,Global Technologies Group,,,,
GTH,Genetron Holdings Ltd,USD,NASDAQ,United States of America,American Depositary Receipt
GTHP,Guided Therapeutics,,,,
GTHR,GeneThera,,,,
GTHX,G1 Therapeutics Inc,USD,NASDAQ,United States,Common Stock
GTII,Global Tech Industries Group,,,,
GTIM,Good Times Restaurants Inc,USD,NASDAQ,United States,Common Stock
GTKP,Gatekeeper USA,,,,
GTLA,GT Legend Automotive Holdings Inc.,USD,OTC,United States,Common Stock
GTLL,Global Technologies,,,,
GTLS,Chart Industries Inc,USD,NASDAQ,United States,Common Stock
GTMM,The Guitammer Company,USD,OTC,United States,Common Stock
GTN,Gray Television Inc,USD,NYSE,United States,Common Stock
GTN.A,Gray Television Inc,USD,NYSE,United States,Common Stock
GTPA,Gores Technology Partners,,,,
GTPB,Gores Technology Partners II,,,,
GTPS,Great American Bancorp,,,,
GTRL,Get Real USA,,,,
GTS,Triple-S Management Corp,USD,NYSE,United States,Common Stock
GTSO,Green Technology Solutions,,,,
GTT,GTT Communications Inc,USD,NYSE,United States,Common Stock
GTTL,Getelman Corp,USD,OTC,United States,Common Stock
GTX,Garrett Motion Inc,USD,NYSE,United States,Common Stock
GTXMQ,Garrett Motion Inc.,USD,OTC,United States of America,EQUITY
GTXO,GTX Corp.,USD,OTC,United States,Common Stock
GTY,Getty Realty Corp,USD,NYSE,United States,Real Estate Investment Trust (REIT)
GTYH,GTY Technology Holdings Inc,USD,NASDAQ,United States,Common Stock
GUKYF,Gulf Keystone Petroleum Limited,USD,OTC,United States of America,EQUITY
GULTU,Gulf Coast Ultra Deep Royalty Trust,USD,OTC,United States,OTHER_SECURITY_TYPE
GURE,Gulf Resources Inc,USD,NASDAQ,United States,Common Stock
GUROF,GURU Organic Energy Corp.,USD,OTC,United States of America,EQUITY
GUT,Gabelli Utility Trust,USD,NYSE,United States,Closed-end Fund
GUT-A,Gabelli Utility Trust,USD,NYSE,United States,Preferred Stock
GUT-C,Gabelli Utility Trust,USD,NYSE,United States,Preferred Stock
GUT.PR.A,The Gabelli Utility Trust,USD,NYSE,United States of America,EQUITY
GUT.PR.C,The Gabelli Utility Trust,USD,NYSE,United States of America,EQUITY
GUZOF,Grupo Herdez,,,,
GV,Goldfield Corp-The,USD,NYSE,United States,Common Stock
GVA,Granite Construction Inc,USD,NYSE,United States,Common Stock
GVBT,Green Vision Biotechnology Corp.,USD,OTC,United States,Common Stock
GVDI,Golden Valley Development,,,,
GVHIB,Global Vision Holdings,,,,
GVLMF,Greenvale Mining Limited,USD,OTC,United States of America,EQUITY
GVP,GSE Systems Inc,USD,NASDAQ,United States,Common Stock
GVSI,Good Vibrations Shoes Inc.,USD,OTC,United States,Common Stock
GVXXF,GoviEx Uranium Inc.,USD,OTC,United States of America,EQUITY
GWAC,Good Works Acquisition Corp.,USD,NASDAQ,United States of America,EQUITY
GWB,Great Western Bancorp Inc,USD,NYSE,United States,Common Stock
GWGH,GWG Holdings Inc,USD,NASDAQ,United States,Common Stock
GWIN,Glorywin Entertainment Group,,,,
GWIO,Great Western Iron Ore Properties,,,,
GWOX,Goodheart-Willcox Co. (THE),,,,
GWPC,Wholehealth Products,,,,
GWPD,GP Solutions,,,,
GWPH,GW Pharmaceuticals PLC,USD,NASDAQ,United States,Depositary Receipt
GWRE,Guidewire Software Inc,USD,NYSE,United States,Common Stock
GWRS,Global Water Resources Inc,USD,NASDAQ,United States,Common Stock
GWSN,Gulf West Security Network Inc.,USD,OTC,United States,Common Stock
GWTI,Greenway Technologies,,,,
GWTR,Global Water Technologies,,,,
GWW,WW Grainger Inc,USD,NYSE,United States,Common Stock
GWYT,Greenway Technology,USD,OTC,United States,Common Stock
GXGX,GX Acquisition Corp,USD,NASDAQ,United States,Common Stock
GXII,GX Acquisition Corp. II,USD,NASDAQ,United States of America,EQUITY
GXSFF,Goldsource Mines Inc.,USD,OTC,United States of America,EQUITY
GXXM,GEX Management,,,,
GYC,Cabco Trust for BellSouth Debentures,USD,NYSE,United States,Exchange-traded Note
GYGC,Guyana Gold Corp.,USD,OTC,United States,Common Stock
GYOG,Green Energy Enterprises,,,,
GYPHQ,Gryphon Gold Corp.,USD,OTC,United States,Common Stock
GYRO,Gyrodyne LLC,USD,NASDAQ,United States,Common Stock
GYSN,Greyson International,,,,
GYST,The Graystone Company,,,,
GYYMF,The Gym Group plc,USD,OTC,United States of America,EQUITY
GZCC,Guozi Zhongyu Capital Holdings Company,USD,OTC,United States,Common Stock
GZIC,GZ6G Technologies Corp. ,USD,OTC,United States,Common Stock
GZPFY,Public Joint Stock Company Gazprom Neft,USD,OTC,United States of America,EQUITY
GZTGF,Gazit Globe Ltd,USD,OTC,United States of America,EQUITY
H,Hyatt Hotels Corp,USD,NYSE,United States,Common Stock
HA,Hawaiian Holdings Inc,USD,NASDAQ,United States,Common Stock
HABC,Habersham Bancorp,,,,
HABK,Hamilton Bancorp,,,,
HACBF,The Hachijuni Bank,,,,
HADV,Health Advance Inc,USD,OTC,United States,Common Stock
HAE,Haemonetics Corp,USD,NYSE,United States,Common Stock
HAFC,Hanmi Financial Corp,USD,NASDAQ,United States,Common Stock
HAFG,Holistic Asset Finance Group Co.,,,,
HAHI,Help At Home,,,,
HAIN,Hain Celestial Group Inc-The,USD,NASDAQ,United States,Common Stock
HAL,Halliburton Co,USD,NYSE,United States,Common Stock
HALB,Halberd Corp.,USD,OTC,United States,Common Stock
HALL,Hallmark Financial Services Inc,USD,NASDAQ,United States,Common Stock
HALN,Halo Companies,,,,
HALO,Halozyme Therapeutics Inc,USD,NASDAQ,United States,Common Stock
HAON,Halitron,,,,
HAPP,Happiness Biotech Group Ltd,USD,NASDAQ,United States,Common Stock
HARL,Harleysville Financial Corporation,USD,OTC,United States of America,EQUITY
HARL,Harleysville Financial Corp.,USD,OTC,United States,Common Stock
HARP,Harpoon Therapeutics Inc,USD,NASDAQ,United States,Common Stock
HAS,Hasbro Inc,USD,NASDAQ,United States,Common Stock
HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc,USD,NYSE,United States,Real Estate Investment Trust (REIT)
HAUP,Hauppauge Digital,,,,
HAVLF,HAVN Life Sciences Inc.,USD,OTC,United States of America,EQUITY
HAWLN,Hawaiian Electric Co.,,,,
HAYN,Haynes International Inc,USD,NASDAQ,United States,Common Stock
HAYW,Hayward Holdings,,,,
HAZH,Haz Holdings,,,,
HBAN,Huntington Bancshares Inc-OH,USD,NASDAQ,United States,Common Stock
HBANN,Huntington Bancshares Inc-OH,USD,NASDAQ,United States,Preferred Stock
HBANO,Huntington Bancshares Inc-OH,USD,NASDAQ,United States,Preferred Stock
HBB,Hamilton Beach Brands Holding Co,USD,NYSE,United States,Common Stock
HBCP,Home Bancorp Inc,USD,NASDAQ,United States,Common Stock
HBI,Hanesbrands Inc,USD,NYSE,United States,Common Stock
HBIO,Harvard Bioscience Inc,USD,NASDAQ,United States,Common Stock
HBM,Hudbay Minerals Inc,USD,NYSE,United States,Common Stock
HBMD,Howard Bancorp Inc,USD,NASDAQ,United States,Common Stock
HBNC,Horizon Bancorp Inc-IN,USD,NASDAQ,United States,Common Stock
HBORF,Harborside Inc.,USD,OTC,United States of America,EQUITY
HBP,Huttig Building Products Inc,USD,NASDAQ,United States,Common Stock
HBPCF,Helix BioPharma Corp.,USD,OTC,United States of America,EQUITY
HBRM,Herborium Group,,,,
HBT,HBT Financial Inc,USD,NASDAQ,United States,Common Stock
HBTC,Harbourton Capital Group,,,,
HBUV,Hubilu Venture Corporation,USD,OTC,United States,Common Stock
HCA,HCA Healthcare Inc,USD,NYSE,United States,Common Stock
HCAC,Hennessy Capital Acquisition Corp IV,USD,NASDAQ,United States,Common Stock
HCACU,Hennessy Capital Acquisition Corp IV,USD,NASDAQ,United States,Unit
HCANF,Halo Collective Inc.,USD,OTC,United States of America,EQUITY
HCAP,Harvest Capital Credit Corp,USD,NASDAQ,United States,Common Stock
HCAR,Healthcare Services Acquisition Corporation,USD,NASDAQ,United States of America,EQUITY
HCAT,Health Catalyst Inc,USD,NASDAQ,United States,Common Stock
HCBC,High Country Bancorp,,,,
HCBN,H.C.B. Financial Corp.,USD,OTC,United States,Common Stock
HCBP,Harvest Community Bank (Pennsville,,,,
HCC,HCC Insurance Holdings Inc,USD,NYSE,United States,Common Stock
HCCA,Healthcare Corporation of America,USD,OTC,United States,Common Stock
HCCC,Healthcare Capital Corp.,USD,NASDAQ,United States of America,EQUITY
HCCC,H/Cell Energy Corp,USD,OTC,United States,Common Stock
HCCI,Heritage-Crystal Clean Inc,USD,NASDAQ,United States,Common Stock
HCCO,Healthcare Merger Corp,USD,NASDAQ,United States,Common Stock
HCCOU,Healthcare Merger Corp,USD,NASDAQ,United States,Unit
HCDI,Harbor Custom Development,,,,
HCEI,Healthy Coffee International,,,,
HCFT,Hunt Cos Finance Trust Inc,USD,NYSE,United States,Real Estate Investment Trust (REIT)
HCGI,Huntwicke Capital Group Inc.,USD,OTC,United States,Common Stock
HCGS,HighCom Global Security,,,,
HCHC,HC2 Holdings Inc,USD,NYSE,United States,Common Stock
HCHOF,Hotel Chocolat Group plc,USD,OTC,United States of America,EQUITY
HCI,HCI Group Inc,USD,NYSE,United States,Common Stock
HCIC,Hennessy Capital Investment Corp. V,USD,NASDAQ,United States of America,EQUITY
HCII,Hudson Executive Investment Corp. II,USD,NASDAQ,United States of America,EQUITY
HCKT,Hackett Group Inc-The,USD,NASDAQ,United States,Common Stock
HCLC,Health-Chem Corp.,USD,OTC,United States,Common Stock
HCM,Hutchison China MediTech Ltd,USD,NASDAQ,United States,Depositary Receipt
HCMC,Healthier Choices Management Corp.,USD,OTC,United States,Common Stock
HCMWW,Healthier Choices Management Corp.,USD,OTC,United States,Warrant
HCPHF,Holcim Philippines,,,,
HCR,Hi-Crush Inc,USD,NYSE,United States,Limited Partnership
HCSG,Healthcare Services Group Inc,USD,NASDAQ,United States,Common Stock
HCTI,Hybrid Coating Technologies,,,,
HCXLF,Hiscox Ltd,USD,OTC,United States of America,EQUITY
HCYT,H-CYTE Inc. ,USD,OTC,United States,Common Stock
HD,Home Depot Inc-The,USD,NYSE,United States,Common Stock
HDALF,Haidilao International Holding Ltd.,USD,OTC,United States of America,EQUITY
